distance,fuel_consumption,CO2_emissions,engine_efficiency,fuel_type_hfo,weather_ordinal,ship_type_Fishing Trawler,ship_type_Oil Service Boat,ship_type_Surfer Boat,ship_type_Tanker Ship,route_Escravos-Lagos,route_Lagos-Apapa,route_Port Harcourt-Lagos,route_Warri-Bonny,month_sin,month_cos
116.16,3342.71,9197.1,74.28,0,1,True,False,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001
86.36,2029.35,5125.13,76.68,1,1,True,False,False,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004
168.87,3912.07,10457.32,85.5,1,1,True,False,False,False,True,False,False,False,0.8660254037844386,0.5000000000000001
150.79,5155.01,14108.34,72.59,1,0,False,False,False,True,False,False,True,False,0.8660254037844386,0.5000000000000001
111.21,3728.18,10477.94,91.23,0,0,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
237.22,7165.46,21254.59,79.48,0,2,False,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998
414.72,19837.1,56666.52,71.18,0,0,False,False,False,True,True,False,False,False,-2.4492935982947064e-16,1.0
153.73,3581.94,10606.8,79.64,1,2,True,False,False,False,False,False,False,True,1.0,6.123233995736766e-17
242.71,9715.63,28928.28,72.24,0,2,False,False,False,True,True,False,False,False,0.49999999999999994,-0.8660254037844387
144.37,4870.22,14012.52,82.7,0,1,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
70.79,871.22,2491.73,73.47,0,2,False,False,True,False,False,False,True,False,1.0,6.123233995736766e-17
29.59,564.97,1580.41,78.79,0,0,False,False,True,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
190.82,8316.38,23540.61,85.35,1,1,False,False,False,True,False,True,False,False,0.49999999999999994,0.8660254037844387
72.98,2205.55,5899.71,81.0,0,1,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998
101.87,2406.96,6145.38,73.78,0,1,True,False,False,False,False,False,True,False,-2.4492935982947064e-16,1.0
283.9,12855.26,35673.84,78.57,0,2,False,False,False,True,False,True,False,False,-0.8660254037844384,-0.5000000000000004
164.39,3524.04,9320.88,75.4,1,0,True,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0
40.22,1349.04,3538.38,81.25,1,0,False,True,False,False,True,False,False,False,1.0,6.123233995736766e-17
87.62,2326.27,6378.93,86.94,1,2,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
209.07,9944.51,26241.03,88.15,0,0,False,False,False,True,False,False,True,False,-0.4999999999999997,-0.8660254037844388
402.84,14899.34,38136.42,72.28,0,0,False,False,False,True,True,False,False,False,-0.4999999999999997,-0.8660254037844388
45.96,657.94,1753.81,71.33,0,1,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001
181.2,5354.46,15260.05,72.3,1,0,True,False,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001
198.44,2499.7,6960.11,93.36,0,2,False,False,True,False,True,False,False,False,-1.0,-1.8369701987210297e-16
426.27,20350.8,54487.42,73.1,0,1,False,False,False,True,False,True,False,False,-0.8660254037844386,0.5000000000000001
88.81,3714.52,9527.72,77.95,1,0,False,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0
167.82,2207.3,5567.56,82.78,0,2,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
22.93,437.88,1266.95,82.63,0,0,False,False,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998
87.8,2891.55,8547.0,88.64,1,0,False,True,False,False,False,True,False,False,-2.4492935982947064e-16,1.0
129.21,4517.46,11641.61,75.55,0,0,False,False,False,True,False,False,True,False,0.49999999999999994,-0.8660254037844387
121.94,1760.87,4856.47,74.12,0,0,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0
66.44,1903.38,5046.12,93.47,0,0,False,True,False,False,True,False,False,False,0.49999999999999994,0.8660254037844387
154.67,3866.82,10458.27,90.54,1,0,True,False,False,False,False,False,True,False,-1.0,-1.8369701987210297e-16
35.57,411.14,1200.48,94.45,0,1,False,False,True,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
30.59,885.05,2334.45,94.09,0,0,False,True,False,False,False,True,False,False,-0.8660254037844384,-0.5000000000000004
66.84,2565.72,7522.32,89.61,1,2,False,False,False,True,True,False,False,False,0.49999999999999994,0.8660254037844387
124.1,2387.68,6418.96,81.15,0,1,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
88.93,2630.24,6638.61,78.2,1,1,True,False,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387
61.37,1970.45,5186.55,83.42,1,2,False,True,False,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004
76.82,2502.6,7335.02,89.45,1,2,False,False,False,True,False,True,False,False,-0.8660254037844384,-0.5000000000000004
88.17,1750.14,4551.95,74.24,0,1,False,False,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
52.62,1759.79,4914.79,91.97,1,0,False,True,False,False,True,False,False,False,-0.4999999999999997,-0.8660254037844388
114.52,1818.79,4779.11,74.26,0,2,False,False,True,False,False,False,True,False,0.49999999999999994,0.8660254037844387
85.67,2974.79,8498.16,93.93,1,1,False,True,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
458.6,19850.2,55944.19,77.01,0,2,False,False,False,True,True,False,False,False,0.49999999999999994,-0.8660254037844387
26.02,410.5849,1184.7298,75.74,0,0,False,False,True,False,False,False,False,True,-0.8660254037844384,-0.5000000000000004
69.55,1745.22,4771.84,72.15,1,2,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
79.42,2402.18,6966.2,79.08,1,1,False,True,False,False,False,False,True,False,0.49999999999999994,0.8660254037844387
58.76,2035.11,5758.81,81.51,0,0,False,True,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
111.72,4098.19,10954.68,74.78,0,2,False,False,False,True,True,False,False,False,-0.8660254037844384,-0.5000000000000004
198.33,8256.6,21477.15,83.82,0,0,False,False,False,True,False,False,True,False,1.0,6.123233995736766e-17
117.74,4111.73,11613.92,72.19,0,2,False,True,False,False,False,False,True,False,1.0,6.123233995736766e-17
174.74,3080.41,8903.26,74.19,0,2,False,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
110.44,2852.88,7506.96,71.78,1,2,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
120.74,4010.93,12004.61,92.43,0,0,False,False,False,True,False,False,False,True,-2.4492935982947064e-16,1.0
70.64,1343.09,3749.02,90.24,0,0,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001
70.57,2412.31,6462.97,94.07,1,2,False,True,False,False,False,False,False,True,-1.0,-1.8369701987210297e-16
364.42,13063.21,36589.4,90.92,1,2,False,False,False,True,False,True,False,False,-1.0,-1.8369701987210297e-16
151.68,4103.79,12241.61,92.66,0,2,True,False,False,False,False,False,False,True,1.0,6.123233995736766e-17
56.75,746.58,2121.01,74.54,0,1,False,False,True,False,True,False,False,False,-0.8660254037844386,0.5000000000000001
170.44,1995.64,5617.77,89.0,0,0,False,False,True,False,False,False,False,True,-0.5000000000000004,0.8660254037844384
115.51,4020.17,12003.0,73.89,1,1,False,True,False,False,True,False,False,False,-2.4492935982947064e-16,1.0
123.48,3532.12,10173.58,76.82,0,2,False,True,False,False,False,False,False,True,-2.4492935982947064e-16,1.0
74.81,1055.36,2844.71,93.58,0,1,False,False,True,False,False,False,False,True,-2.4492935982947064e-16,1.0
130.97,1731.78,4479.48,89.33,0,2,False,False,True,False,True,False,False,False,0.8660254037844386,0.5000000000000001
187.75,4923.14,12777.45,72.93,1,1,True,False,False,False,True,False,False,False,-0.5000000000000004,0.8660254037844384
116.15,5254.53,13948.14,76.24,1,0,False,False,False,True,False,False,True,False,-0.8660254037844386,0.5000000000000001
34.72,944.62,2509.99,75.21,1,0,False,True,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
22.6155,732.09,1981.43,70.53,0,0,False,True,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
43.32,593.15,1594.07,72.2,0,2,False,False,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384
128.88,3721.28,10572.4,80.41,0,0,True,False,False,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
224.96,9109.99,27050.44,74.07,1,0,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998
192.57,3950.67,11202.54,93.98,0,2,True,False,False,False,True,False,False,False,-2.4492935982947064e-16,1.0
89.14,1751.3,4823.63,81.0,0,0,False,False,True,False,False,True,False,False,1.2246467991473532e-16,-1.0
136.29,3942.38,9986.38,72.15,1,2,True,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001
102.75,3509.4,10310.95,85.79,1,0,False,True,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387
283.93,13832.06,36135.41,83.68,1,2,False,False,False,True,False,False,True,False,-0.8660254037844386,0.5000000000000001
58.63,2824.38,7883.97,80.86,0,2,False,False,False,True,False,False,True,False,-0.4999999999999997,-0.8660254037844388
120.66,3996.11,10100.81,76.78,1,0,False,False,False,True,True,False,False,False,-0.8660254037844386,0.5000000000000001
125.84,3682.11,10565.0,84.25,1,0,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
103.11,3480.94,9054.82,85.64,1,0,False,True,False,False,False,True,False,False,-0.5000000000000004,0.8660254037844384
72.74,1916.45,5363.91,88.54,1,0,False,True,False,False,True,False,False,False,1.0,6.123233995736766e-17
183.97,2060.31,5251.52,93.24,0,2,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001
100.03,2694.5,7992.36,81.29,0,2,True,False,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
136.27,1467.34,3947.94,81.11,0,2,False,False,True,False,False,False,True,False,-1.0,-1.8369701987210297e-16
97.98,2248.57,5625.59,78.52,1,0,True,False,False,False,True,False,False,False,0.8660254037844386,0.5000000000000001
85.61,2894.95,7396.44,77.99,0,1,False,True,False,False,False,False,False,True,0.49999999999999994,0.8660254037844387
194.42,5505.24,16086.59,93.32,0,0,True,False,False,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
247.87,10227.59,28654.47,84.14,1,0,False,False,False,True,False,False,True,False,-2.4492935982947064e-16,1.0
119.4,2824.31,7869.76,85.51,0,2,True,False,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
408.65,18825.88,48115.95,86.22,0,2,False,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998
85.8,1427.89,3714.03,82.28,0,0,False,False,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16
66.82,3056.87,9104.18,85.12,0,2,False,False,False,True,False,True,False,False,-1.0,-1.8369701987210297e-16
193.59,5565.57,15355.6,87.91,0,0,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
60.39,1780.88,4538.11,79.72,1,2,True,False,False,False,True,False,False,False,-2.4492935982947064e-16,1.0
110.02,1818.59,4731.38,80.45,0,1,False,False,True,False,False,False,False,True,-1.0,-1.8369701987210297e-16
74.99,1698.4,4800.45,92.18,1,0,True,False,False,False,True,False,False,False,0.49999999999999994,0.8660254037844387
74.35,2391.61,6789.18,88.16,1,1,False,True,False,False,True,False,False,False,-2.4492935982947064e-16,1.0
132.95,3895.75,11071.89,73.91,0,1,True,False,False,False,False,False,True,False,0.49999999999999994,-0.8660254037844387
116.13,3470.6,10037.37,75.88,0,1,False,True,False,False,True,False,False,False,-2.4492935982947064e-16,1.0
177.53,2204.22,5596.13,78.77,0,1,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
138.57,3906.66,10771.52,86.99,1,2,False,True,False,False,False,False,False,True,0.49999999999999994,0.8660254037844387
156.44,3412.2,10231.35,84.18,1,2,True,False,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
132.92,3893.55,10583.35,76.15,0,1,False,True,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
147.09,2905.05,8256.81,86.78,0,0,False,False,True,False,False,False,True,False,1.2246467991473532e-16,-1.0
177.01,5669.94,15461.03,87.45,1,0,False,False,False,True,False,False,True,False,-0.5000000000000004,0.8660254037844384
144.78,3654.0,10239.48,72.53,1,1,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
102.3,1327.33,3418.28,93.8,0,1,False,False,True,False,False,False,True,False,0.8660254037844387,-0.4999999999999998
113.34,3096.19,8236.87,74.98,0,0,True,False,False,False,True,False,False,False,1.0,6.123233995736766e-17
141.31,3785.67,10017.88,92.56,0,1,False,True,False,False,False,True,False,False,1.0,6.123233995736766e-17
28.32,410.5849,1216.32,70.81,0,1,False,False,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
132.09,2338.03,6801.3,80.54,0,2,False,False,True,False,True,False,False,False,0.49999999999999994,0.8660254037844387
165.51,3119.81,8715.5,82.7,0,2,False,False,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387
453.83,17404.94,45190.91,89.89,1,1,False,False,False,True,False,True,False,False,1.0,6.123233995736766e-17
165.73,2969.75,8368.33,92.37,0,1,False,False,True,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004
89.31,2369.8,6149.52,77.07,1,2,True,False,False,False,True,False,False,False,1.0,6.123233995736766e-17
80.65,2153.0,6049.13,84.4,1,1,True,False,False,False,False,False,True,False,1.0,6.123233995736766e-17
149.01,5384.01,15352.62,91.94,1,1,False,False,False,True,True,False,False,False,1.0,6.123233995736766e-17
134.32,4267.19,11617.03,85.61,1,0,False,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
146.46,4226.71,12390.7,80.05,1,0,False,True,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
33.98,527.21,1472.81,93.83,0,0,False,False,True,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
401.99,12851.52,35694.86,93.79,1,0,False,False,False,True,False,False,False,True,0.8660254037844386,0.5000000000000001
279.88,8483.17,21277.81,80.97,1,1,False,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0
186.6,6118.08,15629.37,83.1,1,2,False,False,False,True,False,False,False,True,-0.8660254037844384,-0.5000000000000004
75.9,1484.89,4275.36,78.89,0,2,False,False,True,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004
117.2,4671.66,13171.16,93.67,1,0,False,False,False,True,False,False,False,True,1.2246467991473532e-16,-1.0
255.63,9468.59,26378.31,72.82,0,0,False,False,False,True,False,True,False,False,-0.5000000000000004,0.8660254037844384
199.91,2107.61,6280.82,92.46,0,2,False,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
207.53,7806.06,22183.19,84.73,0,1,False,False,False,True,True,False,False,False,0.8660254037844387,-0.4999999999999998
44.26,639.99,1727.3,87.98,0,0,False,False,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387
94.26,3204.13,8662.75,89.94,0,1,False,False,False,True,False,True,False,False,1.0,6.123233995736766e-17
396.65,19150.2,49427.38,78.79,0,0,False,False,False,True,False,False,True,False,0.8660254037844386,0.5000000000000001
127.34,3856.51,10434.4,75.52,0,1,False,False,False,True,False,True,False,False,0.49999999999999994,-0.8660254037844387
91.81,2731.01,7276.37,77.8,1,2,False,True,False,False,True,False,False,False,-0.4999999999999997,-0.8660254037844388
148.58,5163.7,13191.85,84.93,1,1,False,False,False,True,True,False,False,False,0.49999999999999994,0.8660254037844387
22.6155,721.9,1819.61,73.01,1,0,False,True,False,False,False,False,True,False,1.2246467991473532e-16,-1.0
157.08,3621.0,10415.05,91.89,0,0,True,False,False,False,False,False,False,True,-2.4492935982947064e-16,1.0
416.14,17607.05,48894.32,81.39,0,2,False,False,False,True,True,False,False,False,-0.5000000000000004,0.8660254037844384
119.07,3379.44,9940.69,83.56,0,0,True,False,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387
195.73,4445.42,11503.01,71.63,1,0,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16
41.3,1351.18,3471.03,84.66,1,0,False,True,False,False,False,True,False,False,1.0,6.123233995736766e-17
325.03,15186.34,43420.24,74.28,1,1,False,False,False,True,False,True,False,False,-0.8660254037844386,0.5000000000000001
34.25,629.43,1639.93,70.79,0,0,False,False,True,False,False,False,False,True,-2.4492935982947064e-16,1.0
116.18,3149.58,8825.4,78.21,0,2,True,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001
187.55,5232.01,14232.56,94.95,1,0,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
120.9,3209.1,8107.34,77.1,0,1,False,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
164.19,2324.1,6716.44,91.53,0,1,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
90.91,1628.86,4516.17,72.61,0,2,False,False,True,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
50.68,658.4,1848.7,83.5,0,1,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17
147.09,4178.51,11146.45,75.07,0,0,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
153.6,3924.42,11714.41,84.44,1,0,True,False,False,False,True,False,False,False,1.0,6.123233995736766e-17
63.25,675.8,2004.4,83.96,0,0,False,False,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
168.28,5044.11,12731.54,75.23,0,2,True,False,False,False,False,True,False,False,-2.4492935982947064e-16,1.0
334.98,14100.25,40795.77,90.46,1,0,False,False,False,True,False,False,True,False,0.8660254037844386,0.5000000000000001
164.18,1851.71,5219.49,78.36,0,2,False,False,True,False,True,False,False,False,-0.5000000000000004,0.8660254037844384
107.28,2728.99,7912.88,89.41,0,2,True,False,False,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004
143.98,4230.35,12110.97,75.9,1,0,False,True,False,False,True,False,False,False,-2.4492935982947064e-16,1.0
146.74,2126.09,5566.51,83.14,0,1,False,False,True,False,False,False,True,False,0.49999999999999994,0.8660254037844387
281.48,12471.51,36576.82,89.85,0,1,False,False,False,True,True,False,False,False,-1.0,-1.8369701987210297e-16
91.91,3005.05,8115.14,75.59,1,2,False,True,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
66.22,2758.18,7983.81,92.61,1,2,False,False,False,True,False,False,False,True,-0.8660254037844384,-0.5000000000000004
187.13,1918.53,5697.89,94.1,0,2,False,False,True,False,True,False,False,False,0.49999999999999994,0.8660254037844387
389.15,15908.01,44204.29,89.8,0,1,False,False,False,True,False,False,True,False,-1.0,-1.8369701987210297e-16
147.61,3920.05,10662.58,71.63,1,2,False,True,False,False,False,False,True,False,0.8660254037844386,0.5000000000000001
190.44,5380.16,15941.88,76.3,0,0,True,False,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387
165.27,4567.73,11974.13,74.01,1,2,True,False,False,False,False,False,True,False,-0.4999999999999997,-0.8660254037844388
147.71,4574.29,13423.68,89.82,0,2,False,True,False,False,False,False,True,False,-0.4999999999999997,-0.8660254037844388
183.03,2093.83,5849.03,87.29,0,2,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
88.25,4214.07,11879.74,79.03,1,1,False,False,False,True,True,False,False,False,-0.8660254037844386,0.5000000000000001
98.19,3131.49,8505.19,91.33,0,0,False,True,False,False,False,False,False,True,-0.8660254037844386,0.5000000000000001
48.44,1521.47,4171.58,89.5,0,1,False,True,False,False,True,False,False,False,-0.4999999999999997,-0.8660254037844388
87.17,2651.01,6926.5,70.69,1,1,False,True,False,False,False,False,True,False,0.49999999999999994,-0.8660254037844387
279.1,9226.05,26851.42,82.94,1,2,False,False,False,True,True,False,False,False,-2.4492935982947064e-16,1.0
144.15,3649.72,9225.45,83.86,0,1,True,False,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001
170.41,7649.51,22033.35,88.86,0,0,False,False,False,True,True,False,False,False,0.49999999999999994,0.8660254037844387
141.59,4273.6,12172.4,84.19,0,1,False,True,False,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004
126.17,3333.38,9719.29,90.27,0,0,False,True,False,False,False,False,True,False,-1.0,-1.8369701987210297e-16
33.08,986.77,2760.15,84.66,1,0,False,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
84.7,1664.31,4952.87,83.55,0,2,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17
84.35,1300.29,3468.17,91.35,0,2,False,False,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387
87.85,3067.31,9172.5,85.93,0,1,False,True,False,False,False,False,False,True,-2.4492935982947064e-16,1.0
86.3,2437.63,6987.97,83.89,0,1,True,False,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387
115.76,3774.67,10605.85,73.54,0,2,False,True,False,False,False,False,True,False,1.2246467991473532e-16,-1.0
262.21,9880.04,27274.67,71.69,0,2,False,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998
134.85,1486.38,4270.31,88.42,0,1,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17
118.46,3977.01,10237.31,74.42,1,2,False,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0
85.27,3477.69,9129.47,75.59,1,0,False,False,False,True,False,True,False,False,1.2246467991473532e-16,-1.0
86.9,1698.32,4498.8,70.52,0,0,False,False,True,False,True,False,False,False,0.49999999999999994,0.8660254037844387
330.35,15960.43,46119.36,86.26,1,2,False,False,False,True,False,False,True,False,1.0,6.123233995736766e-17
325.38,12095.61,32625.19,74.02,0,0,False,False,False,True,False,True,False,False,-0.8660254037844386,0.5000000000000001
305.38,13160.89,37035.32,78.95,1,0,False,False,False,True,True,False,False,False,-0.8660254037844386,0.5000000000000001
324.53,14161.96,37426.59,80.45,1,0,False,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998
76.76,2479.81,6662.18,80.94,1,1,False,False,False,True,False,False,False,True,-0.5000000000000004,0.8660254037844384
79.01,2755.38,7174.98,87.26,1,2,False,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0
78.61,2161.44,5898.49,76.8,1,1,False,True,False,False,False,True,False,False,-0.8660254037844384,-0.5000000000000004
116.18,4800.98,13419.8,78.94,0,2,False,False,False,True,True,False,False,False,-1.0,-1.8369701987210297e-16
48.59,1534.2,3988.68,76.16,0,1,False,True,False,False,True,False,False,False,0.8660254037844386,0.5000000000000001
479.8144999999997,20529.1976,56741.81229999998,92.07,1,0,False,False,False,True,False,False,True,False,-0.4999999999999997,-0.8660254037844388
160.55,3433.19,10208.53,88.01,1,0,True,False,False,False,False,False,True,False,0.49999999999999994,-0.8660254037844387
405.98,12469.38,35971.47,89.93,1,1,False,False,False,True,False,False,False,True,-0.4999999999999997,-0.8660254037844388
82.9,2340.87,5943.84,93.5,1,1,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
139.23,1738.64,4766.71,87.09,0,0,False,False,True,False,False,False,True,False,0.49999999999999994,-0.8660254037844387
103.37,4220.68,11232.43,89.12,1,0,False,False,False,True,False,True,False,False,1.2246467991473532e-16,-1.0
190.75,3023.68,8467.92,73.54,0,2,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
275.37,11143.81,31104.77,83.5,1,1,False,False,False,True,False,False,True,False,-0.5000000000000004,0.8660254037844384
29.45,998.3,2773.11,88.05,1,1,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
177.71,3628.23,9178.14,70.12,1,2,True,False,False,False,False,False,True,False,1.0,6.123233995736766e-17
186.24,4126.02,11848.02,88.95,1,1,True,False,False,False,False,True,False,False,-2.4492935982947064e-16,1.0
58.23,1699.53,4978.93,77.69,1,1,False,True,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387
182.5,4670.49,13733.9,84.02,1,0,True,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001
114.4,3790.28,10702.83,87.1,0,0,False,True,False,False,False,True,False,False,-0.5000000000000004,0.8660254037844384
46.3,1556.45,4080.87,79.42,1,2,False,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0
30.86,795.85,2162.22,93.78,1,0,False,True,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001
364.82,13885.16,41315.89,73.31,1,2,False,False,False,True,True,False,False,False,0.8660254037844386,0.5000000000000001
51.83,1046.85,2895.31,85.21,1,1,True,False,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388
80.94,2794.15,7331.74,70.28,0,0,False,True,False,False,False,False,True,False,0.8660254037844386,0.5000000000000001
265.76,10937.44,30785.29,81.89,1,0,False,False,False,True,False,True,False,False,-0.8660254037844386,0.5000000000000001
163.47,2741.49,7981.01,74.43,0,0,False,False,True,False,True,False,False,False,0.49999999999999994,0.8660254037844387
188.2,5376.72,16031.77,83.21,0,1,True,False,False,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004
100.23,2767.53,8050.61,84.45,1,0,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
51.37,1038.45,3113.19,82.74,0,0,True,False,False,False,False,False,True,False,-1.0,-1.8369701987210297e-16
415.2,19594.43,53419.24,70.3,0,1,False,False,False,True,True,False,False,False,-0.4999999999999997,-0.8660254037844388
137.0,2669.35,6928.17,87.28,0,2,False,False,True,False,False,False,True,False,-0.4999999999999997,-0.8660254037844388
110.46,3658.66,9828.24,82.94,1,1,False,True,False,False,False,True,False,False,1.0,6.123233995736766e-17
126.31,2380.95,6170.53,94.4,0,2,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001
222.86,6918.25,18129.18,74.13,1,2,False,False,False,True,False,False,False,True,1.2246467991473532e-16,-1.0
39.85,701.49,2021.9,86.51,0,0,False,False,True,False,False,False,True,False,0.49999999999999994,0.8660254037844387
42.24,1376.47,3818.13,94.55,0,1,False,True,False,False,False,False,True,False,0.8660254037844387,-0.4999999999999998
81.45,2664.7,7246.19,93.48,0,1,False,False,False,True,False,True,False,False,-0.8660254037844386,0.5000000000000001
149.9,4014.14,11930.11,76.53,1,2,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
105.78,2791.65,7601.5,87.4,0,0,False,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0
100.77,2526.98,7289.02,91.51,1,2,True,False,False,False,False,False,True,False,-0.8660254037844386,0.5000000000000001
108.17,2888.41,7983.75,73.43,0,1,True,False,False,False,True,False,False,False,-1.0,-1.8369701987210297e-16
74.44,1260.63,3532.99,76.64,0,0,False,False,True,False,True,False,False,False,-1.0,-1.8369701987210297e-16
111.83,2931.78,8441.66,93.23,1,2,False,True,False,False,False,True,False,False,1.0,6.123233995736766e-17
57.14,992.15,2951.26,92.83,0,0,False,False,True,False,True,False,False,False,-1.0,-1.8369701987210297e-16
89.54,2681.88,7056.44,89.57,1,1,False,True,False,False,True,False,False,False,1.2246467991473532e-16,-1.0
334.93,15068.67,39630.01,83.98,0,1,False,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0
136.93,3806.64,10385.96,89.91,1,1,False,True,False,False,False,False,True,False,0.49999999999999994,0.8660254037844387
162.17,4346.17,12030.17,72.22,1,1,True,False,False,False,False,False,True,False,1.0,6.123233995736766e-17
133.44,3730.77,11044.08,89.43,0,1,True,False,False,False,True,False,False,False,-0.4999999999999997,-0.8660254037844388
261.04,11636.13,29967.22,93.04,0,1,False,False,False,True,False,False,True,False,0.49999999999999994,-0.8660254037844387
285.5,9683.63,25615.45,90.37,0,1,False,False,False,True,False,False,False,True,-2.4492935982947064e-16,1.0
69.7,3386.72,9832.32,77.13,0,1,False,False,False,True,False,False,False,True,-0.8660254037844384,-0.5000000000000004
193.96,3801.36,10219.15,80.94,0,2,False,False,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998
75.6,1751.39,5103.37,70.31,0,0,True,False,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384
