distance,fuel_consumption,CO2_emissions,engine_efficiency,fuel_type_hfo,weather_ordinal,ship_type_Fishing Trawler,ship_type_Oil Service Boat,ship_type_Surfer Boat,ship_type_Tanker Ship,route_Escravos-Lagos,route_Lagos-Apapa,route_Port Harcourt-Lagos,route_Warri-Bonny,month_sin,month_cos,fuel_rate,co2_intensity,distance_squared,efficiency_reciprocal,distance_x_weather,distance_x_efficiency,weather_x_fuel_type,efficiency_deviation
210.5,9078.44,24327.86,85.4,0,1,False,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0,43.127980997624704,2.679740131564454,44310.25,1.17096018735363,210.5,179.76700000000002,0,3.0423809523809666
479.8144999999997,20529.1976,56741.81229999998,93.41,0,0,False,False,False,True,False,False,False,True,1.0,6.123233995736766e-17,42.785696555648094,2.763956653620012,230221.95441024975,1.0705491917353602,0.0,448.1947244499997,0,11.052380952380958
68.15,2345.47,5871.23,80.78,0,0,False,True,False,False,False,False,True,False,0.8660254037844387,-0.4999999999999998,34.4162876008804,2.503221102806687,4644.422500000001,1.2379301807378065,0.0,55.051570000000005,0,-2.8743598615916994
72.18,2278.17,6027.09,88.48,0,2,False,True,False,False,False,False,True,False,-0.8660254037844384,-0.5000000000000004,31.56234413965087,2.6455839555432648,5209.952400000001,1.1301989150090415,144.36,63.86486400000001,0,4.825640138408303
121.05,3612.88,9497.04,91.71,0,2,False,True,False,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,29.846179264766626,2.6286618985407766,14653.102499999999,1.0903936321011887,242.1,111.01495499999999,0,8.055640138408293
99.72,1899.94,5461.75,77.37,0,1,False,False,True,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,19.052747693541917,2.874696043032938,9944.0784,1.2924906294429364,99.72,77.15336400000001,0,-5.187744680851054
94.5,2724.78,7330.98,73.97,0,2,True,False,False,False,False,True,False,False,-0.8660254037844384,-0.5000000000000004,28.833650793650797,2.690485103384493,8930.25,1.35189941868325,189.0,69.90165,0,-8.067203791469183
168.57,5191.64,13202.25,94.92,1,1,False,False,False,True,False,False,True,False,1.0,6.123233995736766e-17,30.79812540784244,2.5429825642764134,28415.844899999996,1.0535187526337968,168.57,160.006644,1,12.562380952380963
85.65,2452.83,6883.49,88.95,1,1,True,False,False,False,True,False,False,False,0.8660254037844387,-0.4999999999999998,28.637828371278456,2.806346138949703,7335.922500000001,1.1242270938729622,85.65,76.18567500000002,1,6.912796208530821
315.48,11379.08,32038.78,84.53,0,0,False,False,False,True,False,True,False,False,0.8660254037844386,0.5000000000000001,36.06910105236465,2.815586145804406,99527.63040000001,1.183011948420679,0.0,266.675244,0,2.172380952380962
279.23,13314.4,36572.25,81.01,1,2,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998,47.68255559932672,2.746819233311302,77969.3929,1.2344155042587335,558.46,226.204223,2,-1.347619047619034
23.48,732.26,2166.04,84.96,0,2,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,31.186541737649062,2.9580203752765413,551.3104000000001,1.177024482109228,46.96,19.948607999999997,0,1.3056401384082932
63.5,1112.56,2965.24,75.42,0,1,False,False,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,17.520629921259843,2.6652405263536347,4032.25,1.3259082471492973,63.5,47.8917,0,-7.137744680851057
162.55,2632.13,7183.86,94.07,0,0,False,False,True,False,False,True,False,False,-1.0,-1.8369701987210294e-16,16.192740695170716,2.729295285567202,26422.502500000002,1.0630381630700543,0.0,152.910785,0,11.512255319148935
150.5,3702.82,10070.31,94.29,0,1,True,False,False,False,False,True,False,False,0.4999999999999999,-0.8660254037844387,24.603455149501663,2.7196326043393952,22650.25,1.0605578534309046,150.5,141.90645,0,12.252796208530825
116.46,3616.91,9390.78,90.4,1,1,False,True,False,False,False,False,True,False,0.8660254037844387,-0.4999999999999998,31.05710115060965,2.596354346666077,13562.931599999998,1.1061946902654867,116.46,105.27984,1,6.745640138408305
142.52,4099.56,10682.85,94.15,0,1,True,False,False,False,False,False,False,True,-0.8660254037844386,0.5000000000000001,28.764804939657594,2.6058528232298097,20311.9504,1.0621348911311737,142.52,134.18258,0,12.112796208530824
27.53,410.5849,1184.7298,86.13,0,2,False,False,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,14.914090083545222,2.885468510897503,757.9009000000001,1.1610356437942646,55.06,23.711589,0,3.572255319148937
184.51,3578.44,9582.76,75.73,0,0,False,False,True,False,True,False,False,False,0.4999999999999999,-0.8660254037844387,19.394287572489297,2.6779155162584813,34043.9401,1.3204806549584047,0.0,139.729423,0,-6.827744680851055
47.67,1413.32,3750.76,86.01,0,0,False,True,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001,29.647996643591355,2.6538646591005577,2272.4289000000003,1.1626555051738168,0.0,41.000967,0,2.3556401384083046
113.78,1468.61,3710.26,81.55,0,2,False,False,True,False,True,False,False,False,0.8660254037844386,0.5000000000000001,12.907452979433994,2.5263752800266923,12945.8884,1.226241569589209,227.56,92.78759,0,-1.0077446808510615
179.92,2780.87,8292.72,79.58,0,2,False,False,True,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004,15.456147176522899,2.9820595712852453,32371.206399999995,1.2565971349585323,359.84,143.18033599999998,0,-2.9777446808510604
77.13,2561.67,7594.88,82.28,1,0,False,True,False,False,False,False,False,True,-1.0,-1.8369701987210294e-16,33.212368728121355,2.964815920864124,5949.036899999999,1.215362177929023,0.0,63.46256399999999,0,-1.3743598615916994
80.68,1171.35,3385.44,91.7,0,0,False,False,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,14.518468021814574,2.8902036112178258,6509.262400000001,1.0905125408942202,0.0,73.98356000000001,0,9.142255319148944
46.28,1318.21,3838.83,79.85,0,2,False,True,False,False,True,False,False,False,0.4999999999999999,-0.8660254037844387,28.483362143474505,2.9121536022333316,2141.8384,1.2523481527864746,92.56,36.95458,0,-3.8043598615917062
320.74,16008.0,40637.91,92.27,0,0,False,False,False,True,False,True,False,False,-2.4492935982947064e-16,1.0,49.90958408679928,2.538600074962519,102874.14760000001,1.0837758751490192,0.0,295.946798,0,9.912380952380957
225.43,6994.13,20516.69,94.01,1,2,False,False,False,True,False,True,False,False,1.2246467991473532e-16,-1.0,31.025728607550015,2.9334155927899537,50818.6849,1.0637166258908626,450.86,211.92674300000002,2,11.652380952380966
81.16,1980.04,5046.94,85.69,1,2,True,False,False,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,24.39674716609167,2.5489081028666085,6586.945599999999,1.1669973159061735,162.32,69.546004,2,3.652796208530816
188.37,6798.78,17464.83,78.22,0,2,False,False,False,True,False,True,False,False,-0.4999999999999997,-0.8660254037844388,36.09268991877687,2.568818229152878,35483.2569,1.2784454103809768,376.74,147.343014,0,-4.13761904761904
339.19,13915.91,35657.08,82.05,1,2,False,False,False,True,False,True,False,False,0.4999999999999999,-0.8660254037844387,41.02688758512928,2.5623247060379093,115049.8561,1.218769043266301,678.38,278.305395,2,-0.3076190476190419
95.26,2740.5,7939.14,81.09,0,2,True,False,False,False,False,True,False,False,0.4999999999999999,0.8660254037844387,28.768633214360694,2.896967706622879,9074.467600000002,1.2331976815883585,190.52,77.246334,0,-0.9472037914691782
310.5,13078.11,34316.03,92.14,0,1,False,False,False,True,True,False,False,False,-1.0,-1.8369701987210294e-16,42.11951690821256,2.623928839870593,96410.25,1.085304970696766,310.5,286.0947,0,9.782380952380962
64.89,1678.35,4623.88,86.2,1,1,False,True,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,25.86453999075358,2.75501534244943,4210.7121,1.160092807424594,64.89,55.93518,1,2.5456401384083023
29.82,410.5849,1184.7298,90.36,0,0,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,13.768775989268947,2.885468510897503,889.2324,1.1066843736166445,0.0,26.945352,0,7.802255319148941
116.16,3342.71,9197.1,74.28,0,1,True,False,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001,28.776773415977964,2.751390338976459,13493.1456,1.3462574044157243,116.16,86.283648,0,-7.7572037914691805
86.36,2029.35,5125.13,76.68,1,1,True,False,False,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004,23.498726262158407,2.52550323995368,7458.0496,1.3041210224308815,86.36,66.220848,1,-5.357203791469175
168.87,3912.07,10457.32,85.5,1,1,True,False,False,False,True,False,False,False,0.8660254037844386,0.5000000000000001,23.16616332089773,2.6730912279177006,28517.0769,1.1695906432748537,168.87,144.38385,1,3.4627962085308184
150.79,5155.01,14108.34,72.59,1,0,False,False,False,True,False,False,True,False,0.8660254037844386,0.5000000000000001,34.186683467073415,2.7368210730920017,22737.624099999997,1.3776002204160354,0.0,109.45846099999999,0,-9.767619047619036
111.21,3728.18,10477.94,91.23,0,0,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384,33.52378383238917,2.8104705244918433,12367.664099999998,1.0961306587745259,0.0,101.45688299999999,0,7.575640138408303
237.22,7165.46,21254.59,79.48,0,2,False,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998,30.20596914256808,2.966256178947339,56273.3284,1.2581781580271765,474.44,188.54245600000002,0,-2.877619047619035
414.72,19837.1,56666.52,71.18,0,0,False,False,False,True,True,False,False,False,-2.4492935982947064e-16,1.0,47.83251350308641,2.856592949574283,171992.67840000003,1.4048890137679122,0.0,295.19769600000006,0,-11.177619047619032
153.73,3581.94,10606.8,79.64,1,2,True,False,False,False,False,False,False,True,1.0,6.123233995736766e-17,23.30020165224745,2.9611886296252865,23632.912899999996,1.2556504269211453,307.46,122.430572,2,-2.397203791469181
242.71,9715.63,28928.28,72.24,0,2,False,False,False,True,True,False,False,False,0.4999999999999999,-0.8660254037844387,40.029788636644554,2.977499143133281,58908.144100000005,1.3842746400885937,485.42,175.33370399999998,0,-10.117619047619044
144.37,4870.22,14012.52,82.7,0,1,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384,33.73429382835769,2.877184192911203,20842.696900000003,1.2091898428053203,144.37,119.39399000000002,0,-0.9543598615916977
70.79,871.22,2491.73,73.47,0,2,False,False,True,False,False,False,True,False,1.0,6.123233995736766e-17,12.307105523379008,2.8600468308808336,5011.224100000001,1.3610997686130393,141.58,52.00941300000001,0,-9.08774468085106
29.59,564.97,1580.41,78.79,0,0,False,False,True,False,False,False,True,False,-0.5000000000000004,0.8660254037844384,19.093274754984794,2.7973343717365524,875.5681,1.2691965985531157,0.0,23.313961000000003,0,-3.7677446808510524
190.82,8316.38,23540.61,85.35,1,1,False,False,False,True,False,True,False,False,0.4999999999999999,0.8660254037844387,43.5823288963421,2.8306318374100274,36412.272399999994,1.1716461628588168,190.82,162.86486999999997,1,2.9923809523809553
72.98,2205.55,5899.71,81.0,0,1,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998,30.221293505069884,2.674938224025753,5326.080400000001,1.2345679012345678,72.98,59.113800000000005,0,-1.357619047619039
101.87,2406.96,6145.38,73.78,0,1,True,False,False,False,False,False,True,False,-2.4492935982947064e-16,1.0,23.627760871699223,2.5531708046664674,10377.4969,1.3553808620222283,101.87,75.15968600000001,0,-8.25720379146918
283.9,12855.26,35673.84,78.57,0,2,False,False,False,True,False,True,False,False,-0.8660254037844384,-0.5000000000000004,45.280943994364215,2.775038388955182,80599.20999999999,1.2727504136438845,567.8,223.06022999999996,0,-3.787619047619046
164.39,3524.04,9320.88,75.4,1,0,True,False,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,21.437070381410063,2.6449416011168996,27024.072099999994,1.3262599469496021,0.0,123.95006,0,-6.637203791469176
40.22,1349.04,3538.38,81.25,1,0,False,True,False,False,True,False,False,False,1.0,6.123233995736766e-17,33.54152163102934,2.622887386586017,1617.6483999999998,1.2307692307692308,0.0,32.67875,0,-2.4043598615917006
87.62,2326.27,6378.93,86.94,1,2,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210294e-16,26.54953207030358,2.7421279559122547,7677.264400000001,1.1502185415228894,175.24,76.176828,2,4.902796208530816
209.07,9944.51,26241.03,88.15,0,0,False,False,False,True,False,False,True,False,-0.4999999999999997,-0.8660254037844388,47.56545654565457,2.6387453982146933,43710.264899999995,1.1344299489506522,0.0,184.295205,0,5.792380952380967
402.84,14899.34,38136.42,72.28,0,0,False,False,False,True,True,False,False,False,-0.4999999999999997,-0.8660254037844388,36.98575116671632,2.5596046536289525,162280.06559999997,1.3835085777531821,0.0,291.172752,0,-10.077619047619038
45.96,657.94,1753.81,71.33,0,1,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,14.315491731940819,2.6656078061829342,2112.3216,1.4019346698443853,45.96,32.783268,0,-11.22774468085106
181.2,5354.46,15260.05,72.3,1,0,True,False,False,False,False,False,False,True,0.8660254037844386,0.5000000000000001,29.55,2.849969931608416,32833.439999999995,1.3831258644536653,0.0,131.0076,0,-9.737203791469184
198.44,2499.7,6960.11,93.36,0,2,False,False,True,False,True,False,False,False,-1.0,-1.8369701987210294e-16,12.59675468655513,2.7843781253750453,39378.4336,1.0711225364181662,396.88,185.263584,0,10.80225531914894
426.27,20350.8,54487.42,73.1,0,1,False,False,False,True,False,True,False,False,-0.8660254037844386,0.5000000000000001,47.74157224294461,2.6774092418971245,181706.11289999998,1.3679890560875514,426.27,311.60337,0,-9.257619047619045
88.81,3714.52,9527.72,77.95,1,0,False,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0,41.82547010471794,2.5649935927118444,7887.216100000001,1.2828736369467606,0.0,69.22739500000002,0,-4.407619047619036
167.82,2207.3,5567.56,82.78,0,2,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,13.152782743415566,2.522339509808363,28163.552399999997,1.2080212611741967,335.64,138.921396,0,0.22225531914894248
22.93,437.88,1266.95,82.63,0,0,False,False,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,19.096380287832535,2.893372613501416,525.7849,1.210214207914801,0.0,18.947059,0,0.07225531914893679
87.8,2891.55,8547.0,88.64,1,0,False,True,False,False,False,True,False,False,-2.4492935982947064e-16,1.0,32.93337129840547,2.9558541266794625,7708.839999999999,1.128158844765343,0.0,77.82592,0,4.9856401384083
129.21,4517.46,11641.61,75.55,0,0,False,False,False,True,False,False,True,False,0.4999999999999999,-0.8660254037844387,34.96215463199442,2.5770255851739696,16695.224100000003,1.3236267372600927,0.0,97.618155,0,-6.807619047619042
121.94,1760.87,4856.47,74.12,0,0,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,14.440462522552075,2.757994627655648,14869.363599999999,1.3491635186184565,0.0,90.381928,0,-8.437744680851054
66.44,1903.38,5046.12,93.47,0,0,False,True,False,False,True,False,False,False,0.4999999999999999,0.8660254037844387,28.648103552077064,2.6511363994578065,4414.2735999999995,1.0698619878035733,0.0,62.101468,0,9.815640138408298
154.67,3866.82,10458.27,90.54,1,0,True,False,False,False,False,False,True,False,-1.0,-1.8369701987210294e-16,25.000452576453096,2.704617747916893,23922.808899999996,1.104484205875856,0.0,140.038218,0,8.502796208530825
35.57,411.14,1200.48,94.45,0,1,False,False,True,False,False,False,True,False,-0.5000000000000004,0.8660254037844384,11.558616811920157,2.919881305637982,1265.2249,1.0587612493382743,35.57,33.595865,0,11.892255319148944
30.59,885.05,2334.45,94.09,0,0,False,True,False,False,False,True,False,False,-0.8660254037844384,-0.5000000000000004,28.93265773128473,2.6376475905316084,935.7481,1.0628122010840684,0.0,28.782131000000003,0,10.435640138408303
66.84,2565.72,7522.32,89.61,1,2,False,False,False,True,True,False,False,False,0.4999999999999999,0.8660254037844387,38.385996409335725,2.9318553856227494,4467.5856,1.1159468809284678,133.68,59.895324,2,7.25238095238096
124.1,2387.68,6418.96,81.15,0,1,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,19.239967767929087,2.688366950345105,15400.81,1.2322858903265557,124.1,100.70715000000001,0,-1.407744680851053
88.93,2630.24,6638.61,78.2,1,1,True,False,False,False,False,False,False,True,0.4999999999999999,-0.8660254037844387,29.57652085910266,2.523955988807105,7908.544900000001,1.278772378516624,88.93,69.54326,1,-3.837203791469179
61.37,1970.45,5186.55,83.42,1,2,False,True,False,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004,32.10770734886753,2.6321652414423102,3766.2769,1.1987532965715655,122.74,51.194854,2,-0.23435986159169886
76.82,2502.6,7335.02,89.45,1,2,False,False,False,True,False,True,False,False,-0.8660254037844384,-0.5000000000000004,32.57745378807602,2.930959801806122,5901.312399999999,1.1179429849077696,153.64,68.71549,2,7.092380952380964
88.17,1750.14,4551.95,74.24,0,1,False,False,True,False,False,True,False,False,0.4999999999999999,-0.8660254037844387,19.84960871044573,2.600906213217228,7773.9489,1.3469827586206897,88.17,65.457408,0,-8.317744680851064
52.62,1759.79,4914.79,91.97,1,0,False,True,False,False,True,False,False,False,-0.4999999999999997,-0.8660254037844388,33.44336754085899,2.792827553287608,2768.8644,1.0873110796999021,0.0,48.394614,0,8.315640138408298
114.52,1818.79,4779.11,74.26,0,2,False,False,True,False,False,False,True,False,0.4999999999999999,0.8660254037844387,15.881854697869368,2.6276315572441016,13114.830399999999,1.3466199838405601,229.04,85.042552,0,-8.297744680851054
85.67,2974.79,8498.16,93.93,1,1,False,True,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,34.72382397572079,2.8567260209964402,7339.3489,1.0646225912913871,85.67,80.469831,1,10.275640138408306
458.6,19850.2,55944.19,77.01,0,2,False,False,False,True,True,False,False,False,0.4999999999999999,-0.8660254037844387,43.28434365460096,2.818318707116301,210313.96000000002,1.2985326580963512,917.2,353.16786,0,-5.347619047619034
26.02,410.5849,1184.7298,75.74,0,0,False,False,True,False,False,False,False,True,-0.8660254037844384,-0.5000000000000004,15.779588777863182,2.885468510897503,677.0404,1.3203063110641668,0.0,19.707548,0,-6.817744680851064
69.55,1745.22,4771.84,72.15,1,2,True,False,False,False,False,True,False,False,-1.0,-1.8369701987210294e-16,25.093026599568656,2.734234079371082,4837.202499999999,1.386001386001386,139.1,50.180325,2,-9.887203791469176
79.42,2402.18,6966.2,79.08,1,1,False,True,False,False,False,False,True,False,0.4999999999999999,0.8660254037844387,30.24653739612188,2.899949212798375,6307.5364,1.2645422357106728,79.42,62.805336,1,-4.574359861591702
58.76,2035.11,5758.81,81.51,0,0,False,True,False,False,False,True,False,False,-1.0,-1.8369701987210294e-16,34.63427501701838,2.829729105552034,3452.7376,1.22684333210649,0.0,47.895276,0,-2.1443598615916954
111.72,4098.19,10954.68,74.78,0,2,False,False,False,True,True,False,False,False,-0.8660254037844384,-0.5000000000000004,36.68268886501969,2.673053225936328,12481.3584,1.337255950788981,223.44,83.544216,0,-7.577619047619038
198.33,8256.6,21477.15,83.82,0,0,False,False,False,True,False,False,True,False,1.0,6.123233995736766e-17,41.630615640599004,2.601209941137999,39334.78890000001,1.1930326890956813,0.0,166.240206,0,1.4623809523809541
117.74,4111.73,11613.92,72.19,0,2,False,True,False,False,False,False,True,False,1.0,6.123233995736766e-17,34.922116527942926,2.824582353413284,13862.707599999998,1.3852334118298935,235.48,84.996506,0,-11.464359861591703
174.74,3080.41,8903.26,74.19,0,2,False,False,True,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,17.62853382167792,2.8902840855600394,30534.067600000002,1.3478905512872354,349.48,129.63960600000001,0,-8.367744680851061
110.44,2852.88,7506.96,71.78,1,2,False,True,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384,25.831944947482796,2.6313619920922013,12196.9936,1.3931457230426303,220.88,79.273832,2,-11.8743598615917
120.74,4010.93,12004.61,92.43,0,0,False,False,False,True,False,False,False,True,-2.4492935982947064e-16,1.0,33.21956269670366,2.9929741980039544,14578.147599999998,1.0818998160770312,0.0,111.59998200000001,0,10.072380952380968
70.64,1343.09,3749.02,90.24,0,0,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,19.013165345413363,2.791339374129805,4990.0096,1.1081560283687943,0.0,63.745536,0,7.682255319148936
70.57,2412.31,6462.97,94.07,1,2,False,True,False,False,False,False,False,True,-1.0,-1.8369701987210294e-16,34.18322233243588,2.679162296719742,4980.124899999999,1.0630381630700543,141.14,66.38519899999999,2,10.415640138408293
364.42,13063.21,36589.4,90.92,1,2,False,False,False,True,False,True,False,False,-1.0,-1.8369701987210294e-16,35.84657812414247,2.8009501493124587,132801.9364,1.0998680158380993,728.84,331.330664,2,8.562380952380963
151.68,4103.79,12241.61,92.66,0,2,True,False,False,False,False,False,False,True,1.0,6.123233995736766e-17,27.055577531645568,2.983001079489935,23006.8224,1.0792143319663285,303.36,140.546688,0,10.622796208530815
56.75,746.58,2121.01,74.54,0,1,False,False,True,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,13.155594713656388,2.8409681480886175,3220.5625,1.3415615776764152,56.75,42.30145,0,-8.017744680851052
170.44,1995.64,5617.77,89.0,0,0,False,False,True,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,11.708753813658767,2.8150217474093524,29049.7936,1.1235955056179776,0.0,151.6916,0,6.442255319148941
115.51,4020.17,12003.0,73.89,1,1,False,True,False,False,True,False,False,False,-2.4492935982947064e-16,1.0,34.80365336334516,2.985694634804001,13342.5601,1.3533631073216945,115.51,85.350339,1,-9.7643598615917
123.48,3532.12,10173.58,76.82,0,2,False,True,False,False,False,False,False,True,-2.4492935982947064e-16,1.0,28.604794298671848,2.880304179925937,15247.3104,1.3017443374121325,246.96,94.85733599999999,0,-6.834359861591707
74.81,1055.36,2844.71,93.58,0,1,False,False,True,False,False,False,False,True,-2.4492935982947064e-16,1.0,14.107204919128456,2.6954877956337175,5596.5361,1.068604402650139,74.81,70.007198,0,11.02225531914894
130.97,1731.78,4479.48,89.33,0,2,False,False,True,False,True,False,False,False,0.8660254037844386,0.5000000000000001,13.22272276093762,2.5866334060908427,17153.1409,1.119444755401321,261.94,116.99550099999999,0,6.77225531914894
187.75,4923.14,12777.45,72.93,1,1,True,False,False,False,True,False,False,False,-0.5000000000000004,0.8660254037844384,26.22178428761651,2.595386277863315,35250.0625,1.371177841766077,187.75,136.926075,1,-9.107203791469175
116.15,5254.53,13948.14,76.24,1,0,False,False,False,True,False,False,True,False,-0.8660254037844386,0.5000000000000001,45.23917348256564,2.654498118766093,13490.822500000002,1.311647429171039,0.0,88.55276,0,-6.117619047619044
34.72,944.62,2509.99,75.21,1,0,False,True,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,27.206797235023043,2.6571425546780714,1205.4784,1.3296104241457254,0.0,26.112911999999998,0,-8.444359861591707
22.6155,732.09,1981.43,70.53,0,0,False,True,False,False,False,False,False,True,-0.4999999999999997,-0.8660254037844388,32.371161371625654,2.706538813533855,511.46084025000005,1.4178363816815538,0.0,15.950712150000001,0,-13.1243598615917
43.32,593.15,1594.07,72.2,0,2,False,False,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,13.692289935364727,2.6874652280198936,1876.6224,1.3850415512465375,86.64,31.27704,0,-10.357744680851056
128.88,3721.28,10572.4,80.41,0,0,True,False,False,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,28.873991309745502,2.841065439848654,16610.054399999997,1.2436264146250469,0.0,103.63240799999998,0,-1.627203791469185
224.96,9109.99,27050.44,74.07,1,0,False,False,False,True,False,False,False,True,0.8660254037844387,-0.4999999999999998,40.49604374110953,2.9693161024326042,50607.0016,1.3500742540839747,0.0,166.627872,0,-8.287619047619046
192.57,3950.67,11202.54,93.98,0,2,True,False,False,False,True,False,False,False,-2.4492935982947064e-16,1.0,20.515500856831284,2.8356050998944484,37083.2049,1.0640561821664183,385.14,180.97728600000002,0,11.942796208530822
89.14,1751.3,4823.63,81.0,0,0,False,False,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,19.646623289207987,2.7543139382173245,7945.9396,1.2345679012345678,0.0,72.2034,0,-1.5577446808510587
136.29,3942.38,9986.38,72.15,1,2,True,False,False,False,False,True,False,False,0.8660254037844386,0.5000000000000001,28.92640692640693,2.5330840761164573,18574.964099999997,1.386001386001386,272.58,98.333235,2,-9.887203791469176
102.75,3509.4,10310.95,85.79,1,0,False,True,False,False,False,True,False,False,0.4999999999999999,0.8660254037844387,34.15474452554744,2.938094831025247,10557.5625,1.1656370206317752,0.0,88.14922500000002,0,2.1356401384083057
283.93,13832.06,36135.41,83.68,1,2,False,False,False,True,False,False,True,False,-0.8660254037844386,0.5000000000000001,48.71644419399147,2.612438783521761,80616.2449,1.1950286806883363,567.86,237.59262400000003,2,1.3223809523809678
58.63,2824.38,7883.97,80.86,0,2,False,False,False,True,False,False,True,False,-0.4999999999999997,-0.8660254037844388,48.172949002217294,2.7913984662120535,3437.4769,1.2367054167697256,117.26,47.408218,0,-1.4976190476190396
120.66,3996.11,10100.81,76.78,1,0,False,False,False,True,True,False,False,False,-0.8660254037844386,0.5000000000000001,33.118763467594896,2.5276606499821073,14558.835599999999,1.3024225058609011,0.0,92.642748,0,-5.577619047619038
125.84,3682.11,10565.0,84.25,1,0,False,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,29.26025111252384,2.8692787559307025,15835.705600000001,1.1869436201780414,0.0,106.0202,0,0.5956401384082994
103.11,3480.94,9054.82,85.64,1,0,False,True,False,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,33.759480166812146,2.6012571316943123,10631.6721,1.1676786548341895,0.0,88.303404,0,1.9856401384083
72.74,1916.45,5363.91,88.54,1,0,False,True,False,False,True,False,False,False,1.0,6.123233995736766e-17,26.34657684905142,2.798878134049936,5291.107599999999,1.1294330246216397,0.0,64.403996,0,4.885640138408306
183.97,2060.31,5251.52,93.24,0,2,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,11.199162906995706,2.5488979813717356,33844.9609,1.0725010725010726,367.94,171.533628,0,10.682255319148936
100.03,2694.5,7992.36,81.29,0,2,True,False,False,False,False,False,True,False,-0.5000000000000004,0.8660254037844384,26.936918924322704,2.966175542772314,10006.000900000001,1.230163611760364,200.06,81.31438700000001,0,-0.7472037914691754
136.27,1467.34,3947.94,81.11,0,2,False,False,True,False,False,False,True,False,-1.0,-1.8369701987210294e-16,10.767887282600718,2.69054206932272,18569.5129,1.2328936012822094,272.54,110.52859700000002,0,-1.4477446808510592
97.98,2248.57,5625.59,78.52,1,0,True,False,False,False,True,False,False,False,0.8660254037844386,0.5000000000000001,22.94927536231884,2.501852288343258,9600.0804,1.273560876209883,0.0,76.933896,0,-3.5172037914691856
85.61,2894.95,7396.44,77.99,0,1,False,True,False,False,False,False,False,True,0.4999999999999999,0.8660254037844387,33.815558930031536,2.554945681272561,7329.0721,1.2822156686754713,85.61,66.76723899999999,0,-5.664359861591706
194.42,5505.24,16086.59,93.32,0,0,True,False,False,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,28.316222610842505,2.9220506281288374,37799.136399999996,1.0715816545220747,0.0,181.43274399999999,0,11.282796208530812
247.87,10227.59,28654.47,84.14,1,0,False,False,False,True,False,False,True,False,-2.4492935982947064e-16,1.0,41.26191148585952,2.801683485552315,61439.5369,1.188495364868077,0.0,208.55781800000003,0,1.7823809523809615
119.4,2824.31,7869.76,85.51,0,2,True,False,False,False,True,False,False,False,-1.0,-1.8369701987210294e-16,23.654187604690115,2.7864363331220723,14256.36,1.169453865045024,238.8,102.09894000000001,0,3.4727962085308235
408.65,18825.88,48115.95,86.22,0,2,False,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998,46.06846935029977,2.555840683144692,166994.82249999998,1.1598237067965669,817.3,352.33802999999995,0,3.86238095238096
